Идентификатор События;Тип События;Идентификатор Пользователя;Дата/Время;Источник ;Тип Устройства;Успешный ли звонок;Кол-во Просмотренных Страниц;Сумма заказа
6a779b3a-9473-4389-aa0b-b80c751c157a;4;57ad41e6-b8d2-42ec-acaa-0f49d7ae4d55;2024-03-22 21:50:00;;;;;5660667
74b37c42-0bc8-466e-b575-d0682e76972d;1;4bdf35f4-6f37-4ebc-b84d-5429a6f5c36f;2024-03-22 21:50:00;Гугл;Десктоп;;4;
e6746ec4-813f-4c8e-882f-96aa5bdd8f0f;2;4bdf35f4-6f37-4ebc-b84d-5429a6f5c36f;2024-03-22 21:50:00;Фейсбук;;False;;
f7497ac6-eaf4-4c2f-9601-019ab6b7455f;1;3e8fe7ef-1280-4890-b783-2aa638a59064;2024-03-22 21:50:00;Гугл;Десктоп;;51;
dcc8ff87-4b58-4846-b132-87ab0f3860a9;2;3e8fe7ef-1280-4890-b783-2aa638a59064;2024-03-22 21:50:00;Опера;;True;;
f2129259-b2a4-4947-a747-ba99199768a4;3;3e8fe7ef-1280-4890-b783-2aa638a59064;2024-03-22 21:50:00;;;;;9282841
5bb144e9-4aa9-4352-803f-8b69476c8ad1;1;5fbf9892-85bb-4366-84bb-03c99a4fed0c;2024-03-22 21:50:00;Фейсбук;Телефон;;8;
d62de8f0-8248-415f-a299-380e785bea9a;1;6f242136-f2f0-422b-a810-027570d55022;2024-03-22 21:50:00;Фейсбук;Планшет;;62;
0427a5c7-7a5d-4f8b-8b7c-2ff088a69a00;2;6f242136-f2f0-422b-a810-027570d55022;2024-03-22 21:50:00;Инстаграмм;;True;;
ca950580-1395-4ac4-b284-3aef67eedace;3;6f242136-f2f0-422b-a810-027570d55022;2024-03-22 21:50:00;;;;;7098323
2ccec126-6296-42df-ae7e-4de2bdb72206;1;a18e9a14-f9ea-4cde-b739-0909f4380f74;2024-03-22 21:50:00;Гугл;Десктоп;;59;
1bd8f8f9-640e-4f54-9ed7-2311438fc536;2;a18e9a14-f9ea-4cde-b739-0909f4380f74;2024-03-22 21:50:00;Гугл;;True;;
a2a12a46-5520-4ba9-b4c9-722ecb3c2903;3;a18e9a14-f9ea-4cde-b739-0909f4380f74;2024-03-22 21:50:00;;;;;2939365
d9a4ebf9-9c80-455f-b085-bc83c948642d;1;0f494c22-499c-402e-bdbf-1c366fbd6697;2024-03-22 21:50:00;Яндекс;Телефон;;79;
f56e3cc9-8330-496b-ad32-e4404ace3b55;2;0f494c22-499c-402e-bdbf-1c366fbd6697;2024-03-22 21:50:00;Яндекс;;False;;
89acd337-c2ec-4384-97c0-e89870d03edd;1;9408aee0-7e7b-4344-8da7-d52b5712e43f;2024-03-22 21:50:00;Опера;Планшет;;22;
f1451c17-9fbc-4f8a-b9eb-8009c025e7e0;2;9408aee0-7e7b-4344-8da7-d52b5712e43f;2024-03-22 21:50:00;Фейсбук;;True;;
fa5757e3-5317-4c33-bb1a-ef7d1a2f6898;3;9408aee0-7e7b-4344-8da7-d52b5712e43f;2024-03-22 21:50:00;;;;;3159578
0c8fd05b-dc99-441c-a542-50e5eb6d1f41;4;9408aee0-7e7b-4344-8da7-d52b5712e43f;2024-03-22 21:50:00;;;;;4770492
7b1b1357-cdc7-40e3-bc63-da8cc41f5a64;1;89b6a11a-b31b-4c5b-adcb-2af64c22734e;2024-03-22 21:50:00;Яндекс;Телефон;;93;
bfd5312a-8aa4-4691-ad38-4a4c4809823d;2;89b6a11a-b31b-4c5b-adcb-2af64c22734e;2024-03-22 21:50:00;Гугл;;False;;
8b7f3d0b-6843-493b-8559-6d13f8ee8771;1;8c2768ee-9800-4001-af3f-e1b6120d7390;2024-03-22 21:50:00;Яндекс;Десктоп;;73;
24f58a95-21f6-478a-ab97-37692ffe6f6d;2;8c2768ee-9800-4001-af3f-e1b6120d7390;2024-03-22 21:50:00;Инстаграмм;;True;;
5a99c6b4-35a2-47ef-84e9-da9219b9aff9;3;8c2768ee-9800-4001-af3f-e1b6120d7390;2024-03-22 21:50:00;;;;;7859231
2d578e9e-f73c-469f-a8e4-4b9822da9272;1;cf3af087-5c51-4794-8add-892acdf72bba;2024-03-22 21:50:00;Гугл;Телефон;;22;
cb1db3d6-eda8-462a-a5ad-584bb228d2e0;1;3635494a-75a9-4d66-bd45-3d406dbc2f87;2024-03-22 21:50:00;Гугл;Планшет;;83;
f9551e72-75e7-4ba1-9ded-a4e78a8b7168;2;3635494a-75a9-4d66-bd45-3d406dbc2f87;2024-03-22 21:50:00;Яндекс;;True;;
b8eedede-b89c-4ea9-8929-6bcbae977e38;3;3635494a-75a9-4d66-bd45-3d406dbc2f87;2024-03-22 21:50:00;;;;;421940
ca7bf637-cec9-4ed3-819c-eb7fb18f05ba;1;eca32b87-1d4d-4175-b112-930bff5b2b63;2024-03-22 21:50:00;Яндекс;Телефон;;54;
405429bc-9ea8-4e0a-874c-fdef2c7154ae;1;1949fdf5-cfb1-4a75-a6db-3c90cb58e8da;2024-03-22 21:50:00;Инстаграмм;Телефон;;42;
528d8603-1d5a-4a28-8fd8-9be735ba94db;1;e3a90d46-6242-440d-817c-0f89d8d0afb6;2024-03-22 21:50:00;Гугл;Десктоп;;27;
057b68b6-df32-45dd-a295-4f867769627e;2;e3a90d46-6242-440d-817c-0f89d8d0afb6;2024-03-22 21:50:00;Гугл;;True;;
59a0b5f4-4fee-4938-9ecf-a9dee4aa5f3f;3;e3a90d46-6242-440d-817c-0f89d8d0afb6;2024-03-22 21:50:00;;;;;4041263
5ee8297d-959c-44c0-8739-dac9eaf75788;4;e3a90d46-6242-440d-817c-0f89d8d0afb6;2024-03-22 21:50:00;;;;;6894393
7e1e0464-e24c-476b-b4b8-b27fb90f9d1b;1;2cd588f8-cd63-4d3f-9c2e-aff7acdc5ff3;2024-03-22 21:50:00;Гугл;Десктоп;;45;
885dcd40-7274-4560-a02c-56317bf21185;2;2cd588f8-cd63-4d3f-9c2e-aff7acdc5ff3;2024-03-22 21:50:00;Гугл;;False;;
49f0b018-e967-41f6-8502-48c919f7701d;1;dcdc1cca-7884-4236-8c81-3c6171d7f219;2024-03-22 21:50:00;Опера;Планшет;;54;
1baf6ba6-b393-4adc-a58f-f0dec312f10f;2;dcdc1cca-7884-4236-8c81-3c6171d7f219;2024-03-22 21:50:00;Инстаграмм;;False;;
c3e53c33-bea6-4998-aed9-18ae67e1c1b6;1;4042f2a3-be3e-4900-a9b9-9a4e0cd0d74b;2024-03-22 21:50:00;Яндекс;Телефон;;39;
05733f06-01fa-408e-9c94-515d633dcbe8;2;4042f2a3-be3e-4900-a9b9-9a4e0cd0d74b;2024-03-22 21:50:00;Опера;;True;;
5fb6cc62-1206-4cc1-8a9e-7104e04c03c6;3;4042f2a3-be3e-4900-a9b9-9a4e0cd0d74b;2024-03-22 21:50:00;;;;;5914638
62ef9b0b-9632-4260-a3de-d28e5ef3d175;1;58b2c81f-dc0d-40bd-81fa-dcfb94837058;2024-03-22 21:50:00;Гугл;Телефон;;63;
9fbefa3e-4781-4295-bfd7-33cf82b88912;1;83f2a3ad-c678-491e-b42e-73fb3934e1e3;2024-03-22 21:50:00;Фейсбук;Телефон;;22;
6f051309-b4f3-4731-97b7-aa25f17697d8;2;83f2a3ad-c678-491e-b42e-73fb3934e1e3;2024-03-22 21:50:00;Опера;;True;;
c950884c-a6d4-41a1-935d-dd3a42d5e7aa;3;83f2a3ad-c678-491e-b42e-73fb3934e1e3;2024-03-22 21:50:00;;;;;4368082
5088de35-c949-4160-bdbe-e2c4001ec7ac;1;ecbfa6be-c310-4ac2-90c6-7015d9c209a7;2024-03-22 21:50:00;Гугл;Десктоп;;58;
5d506678-7348-47cb-a88e-285b36d4a727;2;ecbfa6be-c310-4ac2-90c6-7015d9c209a7;2024-03-22 21:50:00;Гугл;;False;;
3df2766e-6a22-4de1-a98c-60f594881075;1;b5b96766-7c87-48b8-8b96-ee49ff1a0c46;2024-03-22 21:50:00;Фейсбук;Десктоп;;63;
0d049578-f50c-456b-a3ba-68c7cb3d52f7;2;b5b96766-7c87-48b8-8b96-ee49ff1a0c46;2024-03-22 21:50:00;Яндекс;;True;;
3b592395-8aff-45cb-9d3b-873f83ecad9d;3;b5b96766-7c87-48b8-8b96-ee49ff1a0c46;2024-03-22 21:50:00;;;;;4683542
e9454eb4-7895-4777-8706-6a7a57c9e0c4;1;df1c0231-2624-461d-8798-94c18b0c3469;2024-03-22 21:50:00;Гугл;Десктоп;;71;
d2febf1b-7f99-432c-9690-883b34497014;1;5fae8be7-af57-417c-af09-3049455c52ea;2024-03-22 21:50:00;Опера;Десктоп;;61;
ba09e86e-71cf-4e0d-ab80-a3e01b8acf24;2;5fae8be7-af57-417c-af09-3049455c52ea;2024-03-22 21:50:00;Опера;;False;;
dbf054da-e739-41cc-9086-dda5139a39be;1;a393c2db-d328-4b49-a2c1-7316e327cab5;2024-03-22 21:50:00;Опера;Телефон;;77;
b5910642-0ba9-432e-af07-e9f62c26e9cb;2;a393c2db-d328-4b49-a2c1-7316e327cab5;2024-03-22 21:50:00;Гугл;;True;;
8e677277-95bb-4e67-8308-354bf7cece8b;3;a393c2db-d328-4b49-a2c1-7316e327cab5;2024-03-22 21:50:00;;;;;6824575
b6164504-95bf-415e-aeb0-07837b56d778;4;a393c2db-d328-4b49-a2c1-7316e327cab5;2024-03-22 21:50:00;;;;;1727448
91946860-f8dd-4333-800b-5b83be13cec2;1;8e2bf56e-f15e-481a-9863-b919b7bf019b;2024-03-22 21:50:00;Фейсбук;Телефон;;31;
10f79a77-18de-44d5-a309-5b3bb22df817;1;f0635487-2b12-4e4e-a38d-3a0195968f16;2024-03-22 21:50:00;Фейсбук;Телефон;;17;
60e1653c-be79-4056-ac56-3d766be67d36;2;f0635487-2b12-4e4e-a38d-3a0195968f16;2024-03-22 21:50:00;Гугл;;True;;
d0fb2782-e2d6-4c29-9b52-420a427f5ccb;3;f0635487-2b12-4e4e-a38d-3a0195968f16;2024-03-22 21:50:00;;;;;4070228
6db45636-9655-4267-a822-57fbd3679c7a;1;80dca22c-8c00-46c7-995f-0baa4edbef7b;2024-03-22 21:50:00;Инстаграмм;Десктоп;;9;
6dde51d9-99ab-4b09-9027-c1f59e6fa907;2;80dca22c-8c00-46c7-995f-0baa4edbef7b;2024-03-22 21:50:00;Гугл;;True;;
62357bf1-792b-458f-acb7-cdd7e798d897;3;80dca22c-8c00-46c7-995f-0baa4edbef7b;2024-03-22 21:50:00;;;;;6618818
15c526ca-10f3-4ab9-ad65-1ca530b17542;4;80dca22c-8c00-46c7-995f-0baa4edbef7b;2024-03-22 21:50:00;;;;;4112572
88f841c6-6756-474e-a6b8-f7357cf866f0;1;4390e545-89b4-4e3f-b46b-73e679ac590d;2024-03-22 21:50:00;Гугл;Десктоп;;25;
676bf43b-d711-439b-a882-d2b5622a56ad;2;4390e545-89b4-4e3f-b46b-73e679ac590d;2024-03-22 21:50:00;Инстаграмм;;True;;
3d36979b-8ac0-4f98-b9d7-30acca2e4a67;3;4390e545-89b4-4e3f-b46b-73e679ac590d;2024-03-22 21:50:00;;;;;3533009
60a6b161-8a64-43c6-b83a-148b240ae429;1;67714ba7-9f6a-4c8f-8da8-0ffaba3c495a;2024-03-22 21:50:00;Яндекс;Телефон;;61;
e0c8f213-7c42-4c8d-af09-2dc908998dfa;1;983c71fd-7998-465f-808e-94db249a51dc;2024-03-22 21:50:00;Инстаграмм;Десктоп;;68;
a7220630-fb0d-4df3-bab6-ba396a2b0843;2;983c71fd-7998-465f-808e-94db249a51dc;2024-03-22 21:50:00;Гугл;;True;;
49c2e54e-1d7a-492a-ae9e-c687b32ecfd7;3;983c71fd-7998-465f-808e-94db249a51dc;2024-03-22 21:50:00;;;;;7943308
6b41ad6c-a575-4f2a-b876-7d5c397dee92;4;983c71fd-7998-465f-808e-94db249a51dc;2024-03-22 21:50:00;;;;;2399573
1d1a5c50-919b-40da-a965-322b97b77683;1;08d1a313-45f3-47b9-8f5d-2a7bf673f313;2024-03-22 21:50:00;Инстаграмм;Десктоп;;59;
7e1f7058-d481-4c85-9cb2-6355047b7e67;2;08d1a313-45f3-47b9-8f5d-2a7bf673f313;2024-03-22 21:50:00;Инстаграмм;;True;;
30f64538-372d-4250-98b5-b4a1bb58e6e0;3;08d1a313-45f3-47b9-8f5d-2a7bf673f313;2024-03-22 21:50:00;;;;;4471083
a65f05b3-93cc-4cc5-b27e-684fb840bb9c;1;fd5a9db8-aba0-42d5-ae42-81ca16149f7f;2024-03-22 21:50:00;Гугл;Телефон;;57;
68849d7a-1308-4ab6-9cc5-ec089c0d2532;1;d95e5b09-8d61-4921-a860-8031fb908717;2024-03-22 21:50:00;Опера;Телефон;;82;
56ceb37f-c0f2-46c2-88f6-1eff34872e5f;2;d95e5b09-8d61-4921-a860-8031fb908717;2024-03-22 21:50:00;Яндекс;;False;;
cce84422-6476-4c05-8899-b73aa87ca1a6;1;cb2e05dd-0242-4da6-b95e-6203333e46ba;2024-03-22 21:50:00;Гугл;Планшет;;28;
03a16050-8ca9-4b6a-babe-0a9f6c1467e3;2;cb2e05dd-0242-4da6-b95e-6203333e46ba;2024-03-22 21:50:00;Фейсбук;;False;;
0637839e-70bd-4c7a-8d97-4e25b736d1ef;1;0e09a566-2e74-426a-8974-047a0c89197c;2024-03-22 21:50:00;Яндекс;Телефон;;30;
10b59761-2a7c-47c5-a830-11dca31e4508;2;0e09a566-2e74-426a-8974-047a0c89197c;2024-03-22 21:50:00;Фейсбук;;True;;
d8bf860d-5676-49de-9330-b06ab18f04b8;3;0e09a566-2e74-426a-8974-047a0c89197c;2024-03-22 21:50:00;;;;;9448589
d99e400a-b44b-451c-ad7f-c9737e60aa8f;1;d5437ff7-9b95-463e-9b2d-41582840d5b6;2024-03-22 21:50:00;Опера;Телефон;;48;
55feda1a-70fa-40ad-b547-419bf971ce07;2;d5437ff7-9b95-463e-9b2d-41582840d5b6;2024-03-22 21:50:00;Яндекс;;True;;
b8071b35-0321-40ac-958d-de096516658e;3;d5437ff7-9b95-463e-9b2d-41582840d5b6;2024-03-22 21:50:00;;;;;4053380
4fe31300-b2ee-48c6-beab-1869007bd2d5;4;d5437ff7-9b95-463e-9b2d-41582840d5b6;2024-03-22 21:50:00;;;;;4336375
b9f3ab43-142a-4717-975d-862d042df927;1;5afc4f92-8bfb-480f-9e91-58f7b34b7279;2024-03-22 21:50:00;Инстаграмм;Десктоп;;61;
397c9499-9de5-45f7-9cc8-f7eda4ac8e2a;2;5afc4f92-8bfb-480f-9e91-58f7b34b7279;2024-03-22 21:50:00;Фейсбук;;True;;
e2737ab1-ef49-41f0-9a8b-43e3603fcbaf;3;5afc4f92-8bfb-480f-9e91-58f7b34b7279;2024-03-22 21:50:00;;;;;7410182
863a9687-5a43-4574-b41a-45566760ccf6;1;5d0c1add-dc69-4714-a32d-792e60941dbb;2024-03-22 21:50:00;Гугл;Телефон;;82;
9214537f-f230-4893-9a30-4ea9673debc7;2;5d0c1add-dc69-4714-a32d-792e60941dbb;2024-03-22 21:50:00;Гугл;;True;;
4da62046-67d6-4918-8fb7-30d927382b9a;3;5d0c1add-dc69-4714-a32d-792e60941dbb;2024-03-22 21:50:00;;;;;932388
67c3b2e3-58aa-41b3-84d9-5ff4867b7111;4;5d0c1add-dc69-4714-a32d-792e60941dbb;2024-03-22 21:50:00;;;;;3837791
41d30b08-f3e1-42e9-b910-854fb71d73a3;1;32d9942d-ef68-4933-9d4d-623101c9be29;2024-03-22 21:50:00;Гугл;Планшет;;14;
04903907-7bed-4e42-8d05-bd1b13ef88f7;2;32d9942d-ef68-4933-9d4d-623101c9be29;2024-03-22 21:50:00;Гугл;;True;;
f20e8374-6124-4566-a189-1bbcee7fb4ea;3;32d9942d-ef68-4933-9d4d-623101c9be29;2024-03-22 21:50:00;;;;;2704505
1af3447b-b21c-4778-87a1-2aa571166822;1;65666ead-53d0-47c2-88de-244cc98f0013;2024-03-22 21:50:00;Инстаграмм;Планшет;;47;
5a3c8e42-ba67-4531-892d-e7113f08528b;2;65666ead-53d0-47c2-88de-244cc98f0013;2024-03-22 21:50:00;Опера;;True;;
5aa44e31-27c5-4120-8eac-8084159d7ef4;3;65666ead-53d0-47c2-88de-244cc98f0013;2024-03-22 21:50:00;;;;;9807490
2514bb1d-291c-4426-bd26-66a5309d6686;4;65666ead-53d0-47c2-88de-244cc98f0013;2024-03-22 21:50:00;;;;;2559626
fc62f3e6-3059-4e56-a862-cbd9253a1f08;1;8c2f79d6-bbd5-4e96-9dcd-86fd7d212b4c;2024-03-22 21:50:00;Опера;Десктоп;;64;
17f11501-20b2-42ee-ade9-5d7c99ba84a1;2;8c2f79d6-bbd5-4e96-9dcd-86fd7d212b4c;2024-03-22 21:50:00;Опера;;True;;
3ab1d8e7-b018-42a4-841b-c3411e7af869;3;8c2f79d6-bbd5-4e96-9dcd-86fd7d212b4c;2024-03-22 21:50:00;;;;;1486929
c83e9b6d-7080-4d11-b8c4-7ed0fe9da5cd;1;802de95a-a0f9-4e11-bdda-da6b987e82d8;2024-03-22 21:50:00;Опера;Десктоп;;27;
b45c4ff1-9aaf-489d-b7fa-5c989ee6d8e1;2;802de95a-a0f9-4e11-bdda-da6b987e82d8;2024-03-22 21:50:00;Инстаграмм;;True;;
130b6e2b-9ebd-4fae-a623-a481369d7cbb;3;802de95a-a0f9-4e11-bdda-da6b987e82d8;2024-03-22 21:50:00;;;;;650568
99d1467c-063d-4b10-849f-d47422552582;4;802de95a-a0f9-4e11-bdda-da6b987e82d8;2024-03-22 21:50:00;;;;;174076
75b59d79-0a93-4327-bc22-fe897d71dc4d;1;7d2c96da-9201-4328-b497-f7b87d373367;2024-03-22 21:50:00;Гугл;Десктоп;;96;
b16d1386-dd09-40b7-b850-ce8fde0fd98b;2;7d2c96da-9201-4328-b497-f7b87d373367;2024-03-22 21:50:00;Инстаграмм;;True;;
6b6b654c-8fe4-4aa7-bd43-c4e068b15fd4;3;7d2c96da-9201-4328-b497-f7b87d373367;2024-03-22 21:50:00;;;;;1656175
c0c2e1d0-eacb-4136-91b7-556ead6c0afb;4;7d2c96da-9201-4328-b497-f7b87d373367;2024-03-22 21:50:00;;;;;5714934
41758cb4-0ae2-401b-bf1b-43548aa00589;1;57072457-9d43-4025-aea5-9bec0e3b5991;2024-03-22 21:50:00;Гугл;Планшет;;58;
b4852b8b-4383-4f84-9618-3bfb25ea1639;1;fca72be0-882e-4ab5-9124-622ad278afa6;2024-03-22 21:50:00;Фейсбук;Планшет;;40;
4f409f3c-7af2-4d5f-995a-3d8e3e41fb48;2;fca72be0-882e-4ab5-9124-622ad278afa6;2024-03-22 21:50:00;Яндекс;;True;;
f38c0e3b-e09c-4154-b6c5-d0a151e60146;3;fca72be0-882e-4ab5-9124-622ad278afa6;2024-03-22 21:50:00;;;;;6535125
dcf57fac-054d-446f-83c0-2e7dde7a9009;4;fca72be0-882e-4ab5-9124-622ad278afa6;2024-03-22 21:50:00;;;;;1509524
e3ce8fad-38ce-4614-aa43-9ee5f02eabfd;1;96ee7b37-3767-450d-889b-baf987d1821c;2024-03-22 21:50:00;Яндекс;Десктоп;;30;
58a520df-766a-41b5-a54e-02a938bf6b5a;2;96ee7b37-3767-450d-889b-baf987d1821c;2024-03-22 21:50:00;Фейсбук;;True;;
59406f77-114f-41ce-8db9-5f9658bff2fe;3;96ee7b37-3767-450d-889b-baf987d1821c;2024-03-22 21:50:00;;;;;2762487
ccde42f6-c9af-417e-884b-6a1b6899f34c;1;a6747376-c436-4de6-b735-f46bfd334bf2;2024-03-22 21:50:00;Гугл;Десктоп;;27;
457c9e75-aefe-48c2-8dc7-e525c9e7d443;2;a6747376-c436-4de6-b735-f46bfd334bf2;2024-03-22 21:50:00;Гугл;;True;;
519817e2-7494-4ea0-8bc4-cb96c522a34f;3;a6747376-c436-4de6-b735-f46bfd334bf2;2024-03-22 21:50:00;;;;;196674
8310ff3c-4f01-45af-a48f-c03fe092405b;1;1262b44c-f23d-4088-aa83-a20b78dd6067;2024-03-22 21:50:00;Гугл;Планшет;;96;
c6d486d9-0851-4b96-ac1d-adbb3f2e321f;2;1262b44c-f23d-4088-aa83-a20b78dd6067;2024-03-22 21:50:00;Инстаграмм;;True;;
82cff281-2972-4632-9b0b-d47cd6a2f7d5;3;1262b44c-f23d-4088-aa83-a20b78dd6067;2024-03-22 21:50:00;;;;;2859640
aa96328b-e316-4405-aa5a-429d41e154dd;1;360eadf8-b1e3-4822-8c65-904133b83057;2024-03-22 21:50:00;Опера;Десктоп;;22;
2daddbac-2172-4402-98ba-d49471e538d2;2;360eadf8-b1e3-4822-8c65-904133b83057;2024-03-22 21:50:00;Инстаграмм;;False;;
ea1a2890-79be-47b5-be83-558e0d976a0c;1;518bcf3d-5356-4e16-a6c9-d903256905aa;2024-03-22 21:50:00;Инстаграмм;Десктоп;;100;
f01a35ad-0bb1-4ae1-a03c-62c8bf10a9b4;2;518bcf3d-5356-4e16-a6c9-d903256905aa;2024-03-22 21:50:00;Инстаграмм;;True;;
8b480ff9-63c6-4349-8b61-f1f0a967455c;3;518bcf3d-5356-4e16-a6c9-d903256905aa;2024-03-22 21:50:00;;;;;7663528
fa3462e3-b6f5-4f8c-aba0-f0e2a889c5ab;1;a691c37b-9eb3-42ac-8627-00a0d5d5c780;2024-03-22 21:50:00;Гугл;Планшет;;9;
427d58e6-e6e2-43ab-8c67-020d4fb805ce;2;a691c37b-9eb3-42ac-8627-00a0d5d5c780;2024-03-22 21:50:00;Яндекс;;True;;
4949cd98-22fc-4644-88cb-5047d89f94fb;3;a691c37b-9eb3-42ac-8627-00a0d5d5c780;2024-03-22 21:50:00;;;;;1394377
37119b8b-42db-41bc-b9f3-f85364ddcaec;1;2c46b946-24c5-4733-bb11-364e23d2e049;2024-03-22 21:50:00;Инстаграмм;Планшет;;77;
eafe37b4-8c01-4603-8dee-ae91d9ad1e91;2;2c46b946-24c5-4733-bb11-364e23d2e049;2024-03-22 21:50:00;Опера;;False;;
572f32cd-e928-4c0c-a49a-13bdaae2d8cc;1;93df58d3-f8b4-478d-8e35-8e9ba8f84b4e;2024-03-22 21:50:00;Яндекс;Планшет;;94;
041cea9a-ded8-48fc-9131-b76e136d9ac3;1;abe96031-2041-47fb-b69e-605b25ddd5ea;2024-03-22 21:50:00;Яндекс;Планшет;;62;
7bf28013-a2b2-49b5-87d6-cd7d19b2fb74;2;abe96031-2041-47fb-b69e-605b25ddd5ea;2024-03-22 21:50:00;Инстаграмм;;False;;
5d3725a1-4841-4468-bf98-27cb06ed2f09;1;8b8c15e8-2c96-45ad-ab26-e7aa58ba25da;2024-03-22 21:50:00;Инстаграмм;Планшет;;93;
e2e13297-758e-4fb6-9fac-2c8cdf41252f;2;8b8c15e8-2c96-45ad-ab26-e7aa58ba25da;2024-03-22 21:50:00;Яндекс;;True;;
cb0537ac-2826-467a-8a29-2b25d41ad6f9;3;8b8c15e8-2c96-45ad-ab26-e7aa58ba25da;2024-03-22 21:50:00;;;;;519770
a260ddc9-4d54-4ee5-8f86-5bb406935637;1;f52e689c-6d7b-4f41-aeae-32e6e7788ef2;2024-03-22 21:50:00;Яндекс;Телефон;;60;
481511a7-628e-46de-a742-8c0547ffc2af;2;f52e689c-6d7b-4f41-aeae-32e6e7788ef2;2024-03-22 21:50:00;Гугл;;True;;
03bc9c5f-6703-42a5-be81-1b2a06b2e70f;3;f52e689c-6d7b-4f41-aeae-32e6e7788ef2;2024-03-22 21:50:00;;;;;2093958
029a9a29-fe32-4a2b-9417-44054f3b14eb;4;f52e689c-6d7b-4f41-aeae-32e6e7788ef2;2024-03-22 21:50:00;;;;;6944358
bd9b2a57-afa3-43bd-9351-f3c7ab1ca1e2;1;ecef2950-eb7f-457c-98c8-c1e290e1b9a6;2024-03-22 21:50:00;Инстаграмм;Планшет;;16;
30077f51-8af7-4f54-a915-6442eb1fae2f;2;ecef2950-eb7f-457c-98c8-c1e290e1b9a6;2024-03-22 21:50:00;Яндекс;;True;;
08e04724-8666-40ef-8e57-ba6977b17a94;3;ecef2950-eb7f-457c-98c8-c1e290e1b9a6;2024-03-22 21:50:00;;;;;9851243
a5c1c232-8d06-4c55-8495-907921428176;1;bb7918d1-e1b4-4da8-a600-1d4bb5ada4d3;2024-03-22 21:50:00;Инстаграмм;Десктоп;;57;
25828078-1974-41c6-aa90-717b11bc6397;2;bb7918d1-e1b4-4da8-a600-1d4bb5ada4d3;2024-03-22 21:50:00;Гугл;;True;;
27f23652-2c5a-4c4d-941c-07adfed009f9;3;bb7918d1-e1b4-4da8-a600-1d4bb5ada4d3;2024-03-22 21:50:00;;;;;8065050
dcd75799-3578-4dff-af19-510234ed3928;1;cb99dd19-9b38-4148-af9b-fa9258fd161d;2024-03-22 21:50:00;Гугл;Десктоп;;48;
c2f8cad7-dc74-42e0-8ce9-ff8916ccdc28;2;cb99dd19-9b38-4148-af9b-fa9258fd161d;2024-03-22 21:50:00;Гугл;;True;;
9e4cf5f9-dedc-4df6-9240-f135e225707d;3;cb99dd19-9b38-4148-af9b-fa9258fd161d;2024-03-22 21:50:00;;;;;5525843
50db6c93-8d54-4ef0-848d-9eab59f9de2a;1;d9e546d6-6040-4499-b2db-5d0834f7b081;2024-03-22 21:50:00;Яндекс;Телефон;;25;
1869ea36-3b06-46c0-9900-ef9e87eebb35;2;d9e546d6-6040-4499-b2db-5d0834f7b081;2024-03-22 21:50:00;Опера;;True;;
fee717de-04d4-4f8a-961b-d04308498b0b;3;d9e546d6-6040-4499-b2db-5d0834f7b081;2024-03-22 21:50:00;;;;;7574599
956a7dda-a969-4062-8a05-066533843e4e;4;d9e546d6-6040-4499-b2db-5d0834f7b081;2024-03-22 21:50:00;;;;;731767
b897857e-0d9c-4cdd-9af0-2ce657a5948f;1;b46b507b-797b-4793-bafa-1ab83696e784;2024-03-22 21:50:00;Гугл;Телефон;;40;
8acd5c6e-0559-4746-9565-700659575d5e;1;9a07a405-8fb8-467c-878b-2d6d1bec044d;2024-03-22 21:50:00;Фейсбук;Планшет;;97;
4ac373f4-e8ab-4649-b6e3-94044ca992d7;2;9a07a405-8fb8-467c-878b-2d6d1bec044d;2024-03-22 21:50:00;Опера;;True;;
3c53cbbf-c048-43d4-85d6-0834379c88fe;3;9a07a405-8fb8-467c-878b-2d6d1bec044d;2024-03-22 21:50:00;;;;;835988
3830c5aa-afb5-4794-8a4c-2080b61971dc;1;2cbd759a-85c2-45cc-b223-da3dc630fd10;2024-03-22 21:50:00;Опера;Телефон;;15;
34d348d2-c76d-4e1b-90cf-86c308ccefe9;2;2cbd759a-85c2-45cc-b223-da3dc630fd10;2024-03-22 21:50:00;Опера;;True;;
6ef72da2-5159-49a8-8e40-08c43da6249c;3;2cbd759a-85c2-45cc-b223-da3dc630fd10;2024-03-22 21:50:00;;;;;2752896
6181bb69-f618-450d-ab12-6b0c397a3fa1;1;6fa44771-0f5e-492f-8fc5-a8d8efa03efc;2024-03-22 21:50:00;Яндекс;Планшет;;25;
3b28ad97-c5d0-4487-ac17-f1e46e39c3ed;2;6fa44771-0f5e-492f-8fc5-a8d8efa03efc;2024-03-22 21:50:00;Яндекс;;True;;
942120dc-df55-46d7-9598-c8dcf6a17d8f;3;6fa44771-0f5e-492f-8fc5-a8d8efa03efc;2024-03-22 21:50:00;;;;;3510721
850e85a1-22cf-4e48-aac0-5eebf3fc914d;1;05bbc9a2-f554-4545-90f0-9b292a063c44;2024-03-22 21:50:00;Опера;Телефон;;49;
ca0a2c11-c1d0-421b-b562-71796d98ad9b;2;05bbc9a2-f554-4545-90f0-9b292a063c44;2024-03-22 21:50:00;Гугл;;False;;
1953e7f2-8428-49cc-8bc4-087a2fe31978;1;703425b9-9a79-413e-b176-732726b894d6;2024-03-22 21:50:00;Опера;Десктоп;;47;
